genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
australian pop,0.654,0.636,8.0,-6.913,1.0,0.0391,0.117,0.00179,0.0919,0.392,113.994,4.0
covertronica,0.63,0.764,6.0,-5.862,0.0,0.21,0.0552,0.0,0.367,0.418,140.291,4.0
slowed and reverb,0.725,0.761,11.0,-6.226,0.0,0.113,0.0973,0.0,0.556,0.464,107.552,4.0
austindie,0.707,0.768,7.0,-7.072,1.0,0.0323,0.0279,0.000292,0.169,0.832,139.985,4.0
drift phonk,0.737,0.95,6.0,1.106,0.0,0.295,0.0512,2.34e-06,0.507,0.527,134.982,4.0
dark plugg,0.563,0.824,8.0,-4.432,1.0,0.189,0.0802,0.0,0.221,0.377,135.281,4.0
canadian hip hop,0.891,0.628,2.0,-7.863,1.0,0.0551,0.00258,0.00019,0.0504,0.552,134.966,4.0
alt z,0.72,0.408,2.0,-11.725,1.0,0.0498,0.832,2.61e-06,0.0992,0.341,121.972,4.0
singer-songwriter pop,0.462,0.309,8.0,-6.489,1.0,0.0308,0.821,0.0,0.0976,0.374,98.666,4.0
baroque pop,0.774,0.716,2.0,-6.292,1.0,0.0449,0.171,3.6e-06,0.111,0.673,98.052,4.0
glitch,0.436,0.763,1.0,-6.277,1.0,0.0636,0.00305,0.128,0.0869,0.313,79.871,4.0
disco,0.594,0.5,5.0,-5.586,0.0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,4.0
chillwave,0.707,0.579,0.0,-6.198,0.0,0.0293,0.384,0.72,0.408,0.357,96.062,4.0
ambient guitar,0.588,0.241,10.0,-18.433,1.0,0.0323,0.914,0.903,0.1,0.0583,121.97,4.0
tempe indie,0.472,0.768,4.0,-6.644,0.0,0.0683,0.436,8.34e-06,0.535,0.655,162.748,4.0
pop,0.845,0.561,1.0,-5.253,0.0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4.0
pop,0.817,0.581,11.0,-6.95,0.0,0.324,0.255,0.00595,0.1,0.396,114.958,4.0
lo-fi study,0.672,0.201,7.0,-20.508,0.0,0.145,0.714,0.922,0.314,0.147,136.024,4.0
alternative metal,0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094,4.0
dance pop,0.546,0.89,9.0,-1.986,0.0,0.1,0.108,0.0,0.0816,0.674,150.126,4.0
filmi,0.608,0.55,5.0,-7.86,0.0,0.031,0.708,0.0,0.0833,0.514,81.987,4.0
classic bollywood,0.379,0.717,9.0,-4.958,0.0,0.0464,0.939,0.33,0.568,0.81,117.071,4.0
afghan pop,0.312,0.511,6.0,-13.673,0.0,0.0797,0.476,0.000541,0.173,0.637,76.403,4.0
icelandic indie,0.398,0.349,2.0,-13.592,1.0,0.0321,0.764,0.537,0.1,0.0398,102.944,3.0
alternative dance,0.646,0.873,0.0,-5.305,1.0,0.0493,0.0581,0.0231,0.238,0.581,120.034,4.0
anthem worship,0.521,0.4,0.0,-12.732,1.0,0.0348,0.566,0.000857,0.045,0.0439,94.011,4.0
alt z,0.566,0.462,8.0,-11.028,0.0,0.131,0.778,7.39e-05,0.0897,0.234,77.195,4.0
bass trap,0.468,0.937,7.0,-3.49,1.0,0.0456,0.0347,0.00065,0.214,0.0364,169.982,4.0
indie poptimism,0.387,0.62,6.0,-4.204,1.0,0.0811,0.616,0.0,0.0827,0.405,97.402,3.0
indie r&b,0.678,0.558,2.0,-8.235,1.0,0.0526,0.573,0.0,0.105,0.574,147.98,4.0
canadian contemporary r&b,0.476,0.718,5.0,-7.227,0.0,0.149,0.263,0.00261,0.109,0.361,183.932,4.0
pop,0.376,0.247,1.0,-8.367,0.0,0.0285,0.646,0.000452,0.37,0.394,184.216,4.0
piano rock,0.704,0.797,0.0,-5.927,1.0,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4.0
sleaze rock,0.339,0.997,5.0,-2.739,0.0,0.165,0.00181,0.0,0.331,0.0555,172.878,4.0
lo-fi beats,0.508,0.182,3.0,-15.63,1.0,0.0285,0.842,0.924,0.116,0.238,66.033,3.0
chamber pop,0.329,0.265,3.0,-13.619,1.0,0.0429,0.748,0.0319,0.101,0.304,168.693,5.0
alt z,0.579,0.783,8.0,-6.4,1.0,0.0453,0.00979,0.244,0.116,0.69,165.057,4.0
alt z,0.6,0.282,9.0,-8.284,1.0,0.0302,0.883,2.67e-06,0.163,0.424,100.035,4.0
funk,0.892,0.681,2.0,-11.503,1.0,0.1,0.0603,0.0,0.289,0.763,113.726,4.0
arkansas country,0.471,0.195,2.0,-16.353,1.0,0.0277,0.56,0.000106,0.102,0.47,91.817,4.0
japanese chillhop,0.693,0.438,10.0,-9.452,0.0,0.0943,0.451,0.000277,0.107,0.191,139.873,4.0
lo-fi chill,0.645,0.324,2.0,-12.177,1.0,0.0759,0.443,0.14,0.127,0.32,164.095,4.0
chill pop,0.713,0.402,2.0,-8.273,1.0,0.0631,0.409,0.000673,0.11,0.312,81.975,4.0
sad lo-fi,0.805,0.479,6.0,-9.238,0.0,0.363,0.182,3.41e-06,0.346,0.363,80.454,4.0
pop,0.541,0.468,10.0,-4.039,0.0,0.362,0.404,3.65e-06,0.358,0.69,95.266,4.0
sad rap,0.676,0.717,7.0,-8.641,1.0,0.323,0.323,0.0,0.118,0.451,162.016,4.0
alt z,0.666,0.524,10.0,-9.404,1.0,0.0459,0.505,0.0,0.124,0.215,110.015,4.0
chinese idol pop,0.736,0.486,4.0,-8.529,1.0,0.38,0.28,0.0,0.351,0.784,160.066,4.0
electropop,0.499,0.898,8.0,-4.181,0.0,0.124,0.124,7.2e-06,0.0832,0.618,120.04,4.0
k-pop,0.655,0.731,0.0,-5.154,0.0,0.0648,0.106,0.0,0.127,0.47,101.978,4.0
lo-fi chill,0.774,0.352,6.0,-13.13,0.0,0.214,0.105,0.741,0.348,0.258,80.51,4.0
pop,0.431,0.0748,11.0,-13.615,0.0,0.0516,0.98,3.24e-06,0.114,0.367,98.188,4.0
indie pop,0.664,0.414,0.0,-11.931,1.0,0.0304,0.874,0.0346,0.132,0.699,77.948,4.0
gauze pop,0.703,0.624,7.0,-6.228,1.0,0.0364,0.0156,5.53e-05,0.299,0.808,131.966,4.0
alt z,0.613,0.347,5.0,-6.486,1.0,0.034,0.591,0.0,0.0959,0.25,109.764,4.0
pop,0.587,0.548,8.0,-5.846,0.0,0.0339,0.396,0.0,0.109,0.713,186.073,4.0
pop,0.731,0.445,0.0,-8.418,1.0,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,4.0
british soul,0.437,0.565,10.0,-5.596,1.0,0.0466,0.697,0.0,0.119,0.306,115.389,4.0
dfw rap,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,4.0
bedroom soul,0.803,0.75,11.0,-4.67,1.0,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,4.0
canadian contemporary r&b,0.773,0.82,0.0,-5.897,0.0,0.115,0.394,0.0,0.0739,0.555,92.996,4.0
indie anthem-folk,0.386,0.0887,7.0,-11.166,0.0,0.0512,0.957,0.0,0.126,0.274,171.234,3.0
alt z,0.422,0.34,0.0,-6.577,1.0,0.0351,0.877,1.77e-05,0.149,0.223,77.213,4.0
anime lo-fi,0.632,0.00644,9.0,-31.092,0.0,0.117,0.995,0.97,0.103,0.497,72.606,5.0
anime lo-fi,0.771,0.0186,9.0,-27.213,0.0,0.0766,0.99,0.957,0.103,0.607,108.955,4.0
la indie,0.705,0.918,6.0,-2.77,0.0,0.0684,0.04,9.3e-05,0.0803,0.546,92.511,4.0
pop,0.699,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696,129.996,4.0
pop,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,4.0
sad lo-fi,0.546,0.381,6.0,-14.594,1.0,0.0367,0.909,0.00167,0.119,0.39,139.621,4.0
dance pop,0.646,0.94,10.0,-2.856,0.0,0.0838,0.0209,0.0,0.0691,0.704,129.011,4.0
pop,0.753,0.505,9.0,-7.621,1.0,0.255,0.534,2.58e-06,0.104,0.419,91.972,4.0
pop,0.665,0.692,6.0,-5.431,0.0,0.112,0.172,0.0,0.191,0.68,74.474,4.0
indonesian r&b,0.48,0.526,5.0,-7.099,1.0,0.275,0.071,0.0,0.0879,0.374,199.662,3.0
dfw rap,0.733,0.67,5.0,-6.009,1.0,0.0751,0.121,0.0,0.121,0.472,100.964,4.0
piano rock,0.599,0.854,9.0,-5.429,1.0,0.0436,0.0746,0.0,0.278,0.311,119.986,4.0
candy pop,0.711,0.906,8.0,-2.671,1.0,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,4.0
pop,0.525,0.439,0.0,-6.596,1.0,0.0259,0.658,0.0,0.0636,0.238,84.956,4.0
pov: indie,0.54,0.0534,10.0,-18.585,1.0,0.0432,0.939,0.00111,0.0986,0.145,94.111,3.0
la pop,0.745,0.72,2.0,-4.354,0.0,0.0419,0.217,1.07e-06,0.106,0.658,139.971,4.0
hip hop,0.719,0.768,11.0,-5.658,0.0,0.19,0.345,0.0,0.104,0.0979,137.887,4.0
pop dance,0.734,0.443,0.0,-5.73,0.0,0.0406,0.386,0.0,0.123,0.658,110.988,4.0
lo-fi chill,0.402,0.405,9.0,-12.486,1.0,0.0713,0.513,0.0167,0.155,0.072,84.873,4.0
french shoegaze,0.187,0.526,2.0,-7.291,1.0,0.0326,0.0261,0.0342,0.172,0.0739,72.259,4.0
singer-songwriter pop,0.869,0.357,6.0,-7.153,1.0,0.0695,0.329,1.22e-06,0.115,0.588,121.941,4.0
la pop,0.47,0.532,0.0,-7.921,0.0,0.302,0.7,0.000761,0.179,0.509,173.702,4.0
singer-songwriter pop,0.733,0.541,7.0,-6.04,1.0,0.0433,0.484,2.51e-05,0.161,0.374,110.075,4.0
pop,0.736,0.706,2.0,-3.899,0.0,0.0438,0.0133,0.0,0.324,0.758,123.047,4.0
modern alternative rock,0.466,0.781,1.0,-6.76,1.0,0.0567,0.000483,0.000141,0.0713,0.383,169.97,4.0
chill pop,0.725,0.66,8.0,-7.206,1.0,0.0663,0.465,0.000292,0.0848,0.456,117.009,4.0
chill pop,0.538,0.489,4.0,-11.155,1.0,0.0523,0.193,8.88e-05,0.209,0.393,79.245,4.0
alabama indie,0.622,0.455,9.0,-7.116,1.0,0.0282,0.0401,0.0,0.0957,0.274,124.412,4.0
garage rock,0.464,0.417,0.0,-9.345,0.0,0.0256,0.136,0.022,0.0974,0.479,67.528,4.0
pop,0.818,0.841,5.0,-6.44,1.0,0.131,0.109,0.00791,0.186,0.605,125.997,4.0
sped up,0.567,0.43,7.0,-13.159,1.0,0.108,0.00646,0.213,0.0875,0.404,133.065,5.0
post-teen pop,0.791,0.813,6.0,-3.444,1.0,0.139,0.179,0.0,0.0549,0.913,142.876,4.0
boy band,0.689,0.694,6.0,-5.83,0.0,0.027,0.257,0.0,0.148,0.482,99.039,4.0
complextro,0.58,0.846,9.0,-2.876,0.0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,4.0
pop,0.488,0.311,10.0,-11.467,0.0,0.297,0.562,0.000548,0.161,0.579,184.112,4.0
canadian contemporary r&b,0.323,0.737,10.0,-4.008,1.0,0.0338,0.142,0.000162,0.163,0.155,113.26,4.0
alternative rock,0.517,0.206,5.0,-12.233,1.0,0.0421,0.924,0.0,0.118,0.489,80.401,4.0
dance pop,0.753,0.801,4.0,-3.215,1.0,0.0296,0.403,0.0,0.128,0.794,128.011,4.0
indie pop,0.82,0.494,1.0,-9.151,1.0,0.0309,0.281,0.0358,0.154,0.909,109.956,4.0
electropop,0.471,0.496,1.0,-9.947,1.0,0.225,0.667,6.67e-05,0.112,0.602,93.999,4.0
british singer-songwriter,0.396,0.315,1.0,-11.801,0.0,0.0346,0.879,0.0603,0.0953,0.081,99.432,3.0
singer-songwriter pop,0.57,0.542,6.0,-8.4,0.0,0.0771,0.409,0.0,0.0879,0.753,110.018,4.0
acoustic pop,0.483,0.303,4.0,-10.058,1.0,0.0429,0.694,0.0,0.115,0.139,133.406,3.0
electropop,0.517,0.7,6.0,-6.568,0.0,0.0452,0.00375,0.0385,0.0634,0.518,179.986,4.0
art pop,0.817,0.566,7.0,-6.928,1.0,0.0366,0.0474,0.0265,0.0816,0.372,119.986,4.0
pop,0.612,0.544,9.0,-7.279,1.0,0.0666,0.408,0.0,0.0998,0.694,86.046,4.0
pop,0.637,0.785,9.0,-3.382,0.0,0.0512,0.0201,0.0,0.333,0.923,144.053,4.0
pop,0.692,0.727,7.0,-5.58,1.0,0.0305,0.00836,1.07e-06,0.131,0.424,99.977,4.0
pop,0.708,0.644,1.0,-5.862,0.0,0.195,0.27,0.0,0.0686,0.699,133.925,4.0
alt z,0.445,0.455,7.0,-6.405,1.0,0.0575,0.731,1.47e-06,0.124,0.151,109.885,5.0
big room,0.561,0.965,7.0,-3.673,0.0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4.0
japanese chillhop,0.944,0.543,6.0,-9.61,0.0,0.164,0.0841,9.83e-05,0.0332,0.733,134.953,4.0
acoustic pop,0.698,0.45,11.0,-8.784,1.0,0.0442,0.571,0.0,0.113,0.68,150.999,4.0
classical,0.25,0.318,0.0,-15.605,0.0,0.0411,0.956,0.897,0.0976,0.188,98.171,4.0
pop,0.812,0.519,2.0,-4.823,1.0,0.0385,0.379,0.0,0.13,0.554,104.954,4.0
chill pop,0.647,0.599,4.0,-7.645,1.0,0.0452,0.0924,0.000131,0.0934,0.605,155.964,4.0
sad rap,0.782,0.728,5.0,-5.93,1.0,0.0768,0.427,0.0,0.25,0.876,97.975,4.0
alt z,0.648,0.308,1.0,-11.729,1.0,0.04,0.886,0.0774,0.124,0.198,76.997,1.0
canadian electronic,0.718,0.846,1.0,-6.157,1.0,0.0354,0.0026,0.0,0.11,0.407,115.002,4.0
canadian electronic,0.535,0.781,1.0,-5.549,1.0,0.0741,0.0635,0.0,0.0934,0.745,128.057,4.0
gym phonk,0.78,0.385,7.0,-7.568,1.0,0.358,0.00151,5.3e-06,0.661,0.34,117.931,4.0
canadian contemporary r&b,0.712,0.606,7.0,-4.262,1.0,0.0518,0.246,1.19e-06,0.109,0.329,111.089,4.0
drift phonk,0.905,0.876,2.0,-5.467,1.0,0.0422,0.00391,0.841,0.058,0.31,124.976,4.0
lgbtq+ hip hop,0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4.0
modern indie pop,0.82,0.611,9.0,-5.02,0.0,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,4.0
brostep,0.483,0.632,2.0,-5.624,1.0,0.0351,0.0419,0.000622,0.422,0.363,146.936,4.0
atl hip hop,0.712,0.463,1.0,-9.33,0.0,0.143,0.152,0.0,0.642,0.593,80.029,4.0
bass house,0.755,0.947,5.0,-4.771,0.0,0.212,0.00532,0.4,0.293,0.311,124.026,4.0
lo-fi beats,0.592,0.147,0.0,-24.41,1.0,0.0315,0.932,0.921,0.123,0.0701,130.081,4.0
singer-songwriter pop,0.914,0.572,0.0,-6.606,1.0,0.0359,0.12,0.0,0.0709,0.864,134.989,4.0
desi hip hop,0.65,0.783,7.0,-6.197,0.0,0.0377,0.22,3.71e-06,0.182,0.302,109.959,4.0
alt z,0.204,0.166,6.0,-14.502,1.0,0.0324,0.81,2.87e-06,0.129,0.181,92.762,4.0
indie poptimism,0.627,0.697,5.0,-7.793,1.0,0.031,0.0908,1.39e-05,0.0748,0.398,136.039,4.0
dance pop,0.648,0.908,4.0,-4.251,0.0,0.108,0.0113,0.0,0.374,0.793,131.147,4.0
alt z,0.514,0.605,7.0,-5.363,1.0,0.0337,0.774,2.91e-06,0.121,0.409,120.894,4.0
chillwave,0.47,0.633,10.0,-9.323,0.0,0.0323,0.0016,0.00453,0.257,0.149,140.12,4.0
alternative metal,0.485,0.911,3.0,-5.749,1.0,0.0355,8.67e-05,0.0,0.092,0.568,89.956,4.0
alt z,0.656,0.577,10.0,-5.566,0.0,0.0802,0.698,0.0,0.296,0.861,173.094,4.0
singer-songwriter pop,0.286,0.445,6.0,-8.087,1.0,0.0347,0.355,0.0,0.114,0.278,50.827,4.0
singer-songwriter pop,0.335,0.47,1.0,-7.158,1.0,0.0343,0.36,0.0,0.114,0.186,155.912,3.0
alt z,0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,4.0
electro house,0.681,0.864,8.0,-4.3,0.0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,4.0
punjabi pop,0.814,0.666,6.0,-6.555,1.0,0.0635,0.488,4.23e-05,0.108,0.714,94.02,4.0
canadian pop,0.64,0.455,0.0,-5.942,1.0,0.0247,0.0743,0.0,0.0694,0.333,89.948,4.0
german soundtrack,0.534,0.33,5.0,-27.167,1.0,0.0427,0.528,0.822,0.112,0.0345,120.013,3.0
pop,0.376,0.695,0.0,-4.782,0.0,0.0933,0.135,0.0,0.11,0.302,169.533,4.0
downtempo,0.729,0.844,1.0,-9.153,1.0,0.043,0.115,0.936,0.0914,0.0688,121.023,4.0
alabama indie,0.716,0.707,1.0,-7.305,0.0,0.0402,0.25,0.553,0.109,0.545,117.992,4.0
swiss indie,0.439,0.473,2.0,-9.584,0.0,0.0323,0.533,0.000306,0.133,0.462,152.855,4.0
broadway,0.529,0.307,9.0,-8.24,1.0,0.0335,0.851,0.0,0.104,0.439,139.785,4.0
reggaeton,0.924,0.723,8.0,-3.142,1.0,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,4.0
new french touch,0.873,0.489,0.0,-10.008,1.0,0.251,0.719,0.0284,0.087,0.208,115.038,4.0
singer-songwriter pop,0.408,0.338,4.0,-13.626,1.0,0.0431,0.521,0.000639,0.0732,0.1,133.943,3.0
acoustic pop,0.548,0.42,0.0,-7.842,1.0,0.0277,0.198,4.46e-06,0.0899,0.196,128.012,4.0
weirdcore,0.787,0.463,4.0,-10.009,1.0,0.0497,0.899,0.0145,0.124,0.73,120.018,5.0
canadian contemporary r&b,0.667,0.721,7.0,-5.349,0.0,0.033,0.00248,6.24e-05,0.0753,0.703,100.018,4.0
alternative metal,0.556,0.864,3.0,-5.87,0.0,0.0584,0.00958,0.0,0.209,0.4,105.143,4.0
icelandic indie,0.418,0.221,0.0,-18.326,1.0,0.0271,0.396,0.00118,0.111,0.415,96.885,4.0
dutch edm,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.454,0.168,133.99,4.0
boy band,0.4,0.754,7.0,-3.899,1.0,0.0348,0.0186,0.0,0.316,0.231,160.031,4.0
indie poptimism,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,4.0
desi hip hop,0.796,0.572,8.0,-7.03,0.0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,4.0
gen z singer-songwriter,0.806,0.405,6.0,-11.277,0.0,0.0727,0.508,0.0915,0.104,0.329,119.961,4.0
chill pop,0.687,0.172,1.0,-11.643,1.0,0.0428,0.786,0.0,0.0985,0.435,131.946,4.0
lo-fi sleep,0.488,0.174,2.0,-18.624,0.0,0.0277,0.918,0.947,0.84,0.123,100.022,4.0
belgian dance,0.765,0.906,8.0,-2.097,0.0,0.0965,0.125,0.0,0.423,0.95,96.071,4.0
alternative r&b,0.518,0.572,10.0,-6.706,0.0,0.0416,0.0503,2.41e-05,0.129,0.291,130.053,4.0
uk pop,0.546,0.708,9.0,-3.929,0.0,0.0602,0.0129,0.0,0.187,0.406,143.991,4.0
alt z,0.589,0.102,8.0,-18.015,1.0,0.147,0.894,0.0,0.24,0.544,117.166,5.0
pop rap,0.724,0.6,10.0,-4.391,0.0,0.29,0.141,0.000218,0.104,0.466,86.984,4.0
pop,0.744,0.552,7.0,-7.406,1.0,0.0926,0.0834,8.02e-06,0.132,0.285,125.194,5.0
alternative metal,0.484,0.727,0.0,-6.107,1.0,0.0358,0.198,0.00204,0.107,0.216,120.066,4.0
chillstep,0.478,0.518,6.0,-7.721,1.0,0.0378,0.181,0.000185,0.18,0.38,147.805,3.0
anime lo-fi,0.731,0.474,4.0,-12.485,0.0,0.063,0.834,0.931,0.109,0.729,160.015,4.0
alt z,0.682,0.363,2.0,-10.837,1.0,0.0261,0.699,3e-05,0.363,0.203,94.978,4.0
uk pop,0.651,0.626,5.0,-6.036,1.0,0.0428,0.0559,0.0,0.123,0.39,120.061,4.0
j-pop,0.638,0.291,9.0,-7.144,1.0,0.0442,0.822,0.0,0.318,0.378,141.929,4.0
filmi,0.669,0.357,7.0,-16.269,1.0,0.0625,0.198,3.22e-06,0.0446,0.501,88.022,4.0
filmi,0.405,0.745,2.0,-7.914,0.0,0.108,0.657,0.00552,0.117,0.751,87.452,4.0
bhangra,0.733,0.963,10.0,-5.06,1.0,0.0665,0.0558,1.32e-05,0.0766,0.91,145.05,4.0
swedish pop,0.639,0.671,3.0,-4.794,0.0,0.0312,0.39,1.73e-06,0.092,0.586,91.997,4.0
lo-fi jazzhop,0.715,0.186,8.0,-11.769,0.0,0.0902,0.793,0.893,0.106,0.232,70.988,4.0
filmi,0.846,0.634,10.0,-7.753,0.0,0.0432,0.122,0.0,0.146,0.944,104.964,4.0
filmi,0.911,0.608,4.0,-5.438,0.0,0.249,0.283,1.34e-06,0.113,0.652,100.013,4.0
pop,0.728,0.415,8.0,-6.852,1.0,0.0639,0.401,0.0,0.0616,0.455,114.145,4.0
cloud rap,0.754,0.517,11.0,-7.598,1.0,0.0368,0.587,0.0,0.0971,0.299,120.061,4.0
pop,0.752,0.774,8.0,-4.379,1.0,0.0532,0.142,8.3e-06,0.0993,0.625,113.935,4.0
chill pop,0.731,0.597,4.0,-7.661,1.0,0.0567,0.338,0.00114,0.0771,0.863,101.991,4.0
dance pop,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,4.0
chill pop,0.647,0.681,8.0,-6.405,1.0,0.0373,0.556,0.0,0.124,0.514,145.039,4.0
alt z,0.562,0.379,6.0,-7.625,1.0,0.231,0.526,0.0,0.151,0.258,171.848,4.0
alt z,0.598,0.444,2.0,-8.683,0.0,0.0327,0.68,1.94e-05,0.142,0.286,113.919,4.0
modern rock,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.145,0.86,105.009,4.0
canadian hip hop,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,4.0
k-pop,0.55,0.465,7.0,-6.09,1.0,0.0248,0.609,0.0,0.109,0.314,76.033,4.0
filmi,0.902,0.772,6.0,-8.29,0.0,0.0383,0.0452,0.000129,0.12,0.808,131.992,4.0
new french touch,0.803,0.684,8.0,-10.081,1.0,0.0627,0.68,0.0722,0.131,0.563,112.985,4.0
j-pop,0.786,0.0775,9.0,-13.94,1.0,0.0965,0.993,0.846,0.115,0.72,143.089,3.0
lo-fi jazzhop,0.548,0.384,6.0,-15.053,0.0,0.0331,0.0352,0.0728,0.146,0.766,146.974,4.0
lo-fi chill,0.504,0.401,0.0,-10.016,1.0,0.0958,0.805,0.00596,0.155,0.243,114.95,4.0
alt z,0.604,0.277,2.0,-8.249,1.0,0.0286,0.915,1.82e-05,0.113,0.22,82.922,4.0
sad lo-fi,0.496,0.496,2.0,-9.186,1.0,0.0318,0.641,0.0014,0.114,0.263,139.946,4.0
modern rock,0.524,0.679,2.0,-6.01,0.0,0.0565,0.131,0.0,0.201,0.37,142.588,4.0
liquid funk,0.574,0.979,7.0,-2.314,1.0,0.0678,0.00052,0.895,0.0493,0.123,172.031,4.0
filmi,0.778,0.812,4.0,-8.561,0.0,0.046,0.0573,8.28e-06,0.243,0.791,99.962,4.0
filmi,0.604,0.347,7.0,-8.023,1.0,0.0245,0.737,2.14e-05,0.118,0.271,100.96,4.0
filmi,0.626,0.561,9.0,-6.644,0.0,0.0304,0.0482,0.0,0.304,0.794,167.916,4.0
filmi,0.599,0.653,0.0,-7.576,0.0,0.122,0.362,0.0,0.144,0.678,79.968,4.0
filmi,0.299,0.447,3.0,-7.862,0.0,0.0383,0.858,0.000314,0.097,0.321,121.723,4.0
big room,0.747,0.834,3.0,-2.867,0.0,0.045,0.374,0.0,0.0586,0.687,128.005,4.0
electropop,0.677,0.652,1.0,-6.744,1.0,0.0289,0.0107,3.54e-06,0.144,0.564,115.973,4.0
classic pakistani pop,0.563,0.71,7.0,-6.212,1.0,0.0592,0.0663,0.0,0.105,0.262,133.873,4.0
dark r&b,0.733,0.421,0.0,-6.702,1.0,0.0298,0.174,0.0,0.119,0.416,80.036,4.0
odia pop,0.618,0.629,3.0,-7.726,0.0,0.0323,0.385,3.1e-06,0.12,0.743,150.076,3.0
bedroom pop,0.639,0.82,5.0,-6.782,1.0,0.0448,0.086,0.939,0.207,0.369,165.895,4.0
chillhop,0.624,0.172,11.0,-20.261,1.0,0.0512,0.904,0.926,0.0878,0.336,153.974,4.0
noise pop,0.474,0.921,9.0,-10.431,0.0,0.0457,0.00491,0.85,0.476,0.696,93.01,4.0
dance pop,0.7,0.701,11.0,-3.834,0.0,0.161,0.013,0.0,0.461,0.38,93.012,4.0
australian dance,0.552,0.894,1.0,-3.724,1.0,0.0331,0.000176,0.284,0.183,0.0623,109.976,4.0
alt z,0.787,0.558,0.0,-5.237,1.0,0.0414,0.664,0.0,0.347,0.706,94.049,4.0
glitch hop,0.696,0.789,4.0,-6.555,0.0,0.167,0.0205,0.00145,0.343,0.48,100.002,4.0
glitch hop,0.647,0.683,6.0,-10.213,0.0,0.0541,4.69e-05,0.824,0.0808,0.247,100.029,4.0
filmi,0.393,0.609,4.0,-5.954,1.0,0.0415,0.0558,2.22e-06,0.107,0.347,71.377,4.0
anime lo-fi,0.691,0.414,9.0,-13.168,0.0,0.0357,0.978,0.937,0.283,0.319,139.996,4.0
emo rap,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4.0
blues,0.534,0.803,10.0,-9.129,1.0,0.0743,0.741,6.07e-05,0.307,0.969,167.983,4.0
alt z,0.476,0.652,2.0,-4.546,0.0,0.104,0.23,0.0,0.136,0.47,190.118,3.0
baroque pop,0.523,0.792,8.0,-6.739,1.0,0.0305,0.00809,0.00463,0.133,0.561,152.056,4.0
art pop,0.661,0.937,10.0,-3.83,0.0,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,4.0
pop,0.716,0.535,1.0,-8.01,1.0,0.42,0.218,0.0,0.0673,0.572,102.843,4.0
hopebeat,0.558,0.558,4.0,-10.455,1.0,0.0367,0.706,6.83e-05,0.27,0.524,139.914,3.0
pop,0.755,0.625,2.0,-7.114,1.0,0.0897,0.49,0.0,0.157,0.374,147.022,4.0
oxford indie,0.596,0.27,2.0,-11.486,1.0,0.0265,0.785,0.134,0.0647,0.155,100.006,4.0
album rock,0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.000377,0.0702,0.795,129.981,4.0
modern rock,0.62,0.61,11.0,-8.329,0.0,0.0373,0.00849,0.162,0.205,0.235,127.052,4.0
hopebeat,0.59,0.697,9.0,-6.973,1.0,0.0356,0.115,0.00308,0.121,0.323,106.06,4.0
edm,0.744,0.997,2.0,-1.325,1.0,0.13,0.0304,0.00256,0.0737,0.558,127.975,4.0
ambient folk,0.459,0.326,9.0,-12.29,1.0,0.0268,0.896,0.0132,0.112,0.0864,90.042,4.0
art pop,0.324,0.495,6.0,-10.625,1.0,0.0398,0.0171,0.487,0.143,0.0584,177.742,4.0
viral pop,0.757,0.363,6.0,-11.731,1.0,0.0578,0.476,0.0,0.0938,0.456,90.025,4.0
lo-fi study,0.642,0.149,6.0,-13.639,0.0,0.0405,0.879,0.903,0.103,0.0855,74.942,4.0
