genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
hip hop,0.443,0.623,0.0,-6.717,0.0,0.0718,0.0468,0.0,0.247,0.156,79.365,4.0
drift phonk,0.812,0.974,8.0,-2.327,1.0,0.227,0.695,0.512,0.582,0.064,153.979,4.0
modern alternative rock,0.595,0.636,5.0,-5.981,0.0,0.0312,9.45e-05,0.0529,0.196,0.147,112.008,4.0
brostep,0.523,0.944,7.0,-3.581,0.0,0.0837,0.00336,0.557,0.119,0.324,139.997,4.0
brostep,0.6,0.871,7.0,-4.108,0.0,0.235,0.00207,0.3,0.127,0.639,140.144,4.0
brostep,0.93,0.641,7.0,-3.719,0.0,0.346,0.000911,0.0637,0.572,0.345,127.994,4.0
brostep,0.618,0.928,0.0,-5.19,1.0,0.211,0.0154,3.95e-06,0.201,0.37,140.031,4.0
j-pop,0.532,0.342,0.0,-8.153,1.0,0.0923,0.515,0.228,0.127,0.239,199.743,4.0
classical,0.561,0.242,7.0,-14.686,1.0,0.0677,0.992,0.79,0.0962,0.902,117.03,4.0
pov: indie,0.639,0.816,6.0,-5.28,0.0,0.0485,0.000985,0.0604,0.141,0.802,138.008,4.0
post-teen pop,0.632,0.843,3.0,-4.374,0.0,0.0429,0.0603,0.0,0.0662,0.542,110.983,4.0
brostep,0.644,0.88,10.0,0.91,0.0,0.274,0.0225,0.544,0.575,0.415,75.021,4.0
art pop,0.514,0.615,5.0,-6.44,0.0,0.0326,0.011,0.06,0.222,0.133,140.039,4.0
lo-fi chill,0.795,0.294,10.0,-12.49,1.0,0.219,0.71,0.0,0.145,0.468,127.93,4.0
lo-fi study,0.639,0.067,5.0,-24.718,0.0,0.0798,0.821,0.924,0.358,0.134,88.003,4.0
lo-fi beats,0.58,0.254,11.0,-18.344,0.0,0.0884,0.0628,0.835,0.342,0.0763,144.008,4.0
alternative metal,0.46,0.796,0.0,-4.501,0.0,0.0333,0.00107,0.0,0.106,0.182,100.011,4.0
abstract,0.731,0.888,9.0,-11.914,0.0,0.0656,0.0867,0.856,0.111,0.951,144.038,4.0
hopebeat,0.619,0.914,6.0,-4.684,1.0,0.155,0.156,3.13e-06,0.163,0.811,94.828,4.0
boy pop,0.667,0.729,6.0,-4.708,1.0,0.038,0.224,0.000152,0.0788,0.316,92.966,4.0
hip hop,0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4.0
sad rap,0.75,0.803,11.0,-4.108,0.0,0.033,0.0395,3.37e-06,0.159,0.865,136.024,4.0
aussietronica,0.645,0.327,5.0,-11.015,1.0,0.0567,0.951,0.0,0.212,0.455,95.004,4.0
pop,0.375,0.461,9.0,-6.202,1.0,0.0279,0.627,0.0,0.386,0.233,75.217,4.0
dance pop,0.65,0.714,11.0,-5.933,1.0,0.0274,0.124,0.0,0.095,0.427,132.009,4.0
filmi,0.701,0.681,9.0,-6.442,1.0,0.0466,0.134,0.0,0.064,0.81,122.539,4.0
canadian electronic,0.722,0.716,8.0,-5.368,1.0,0.0455,0.0308,0.006,0.105,0.667,118.039,4.0
disco,0.674,0.832,9.0,-7.892,1.0,0.0308,0.146,5.06e-06,0.138,0.981,125.996,4.0
hmong pop,0.734,0.456,6.0,-6.89,1.0,0.0358,0.173,0.0,0.111,0.77,138.007,3.0
country,0.757,0.3,0.0,-9.017,1.0,0.0434,0.836,1.73e-06,0.0649,0.961,161.295,4.0
singer-songwriter pop,0.384,0.504,9.0,-10.779,1.0,0.0652,0.607,0.0,0.0983,0.397,105.371,4.0
baroque pop,0.368,0.781,9.0,-5.6,0.0,0.0379,0.00913,0.000308,0.0477,0.211,58.534,4.0
pov: indie,0.559,0.89,11.0,-5.188,1.0,0.0387,0.00837,0.00759,0.103,0.809,91.509,4.0
art pop,0.538,0.774,5.0,-7.359,1.0,0.0484,0.0164,0.265,0.0685,0.249,127.107,4.0
australian hip hop,0.881,0.75,6.0,-6.965,0.0,0.193,0.322,0.0,0.117,0.669,119.997,4.0
dance pop,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.021,4.0
canadian pop,0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,4.0
alt z,0.678,0.508,1.0,-7.161,1.0,0.35,0.413,3.36e-05,0.327,0.394,172.026,4.0
alternative dance,0.591,0.539,11.0,-9.367,0.0,0.0266,0.012,0.588,0.29,0.551,106.605,4.0
alt z,0.57,0.473,6.0,-7.504,0.0,0.0677,0.512,2.14e-06,0.1,0.632,162.082,3.0
brostep,0.499,0.865,10.0,-4.898,0.0,0.0468,0.0984,0.000712,0.497,0.489,158.021,4.0
filmi,0.431,0.813,5.0,-6.939,0.0,0.233,0.2,0.0,0.115,0.269,95.026,4.0
pop,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0
danish pop,0.715,0.658,11.0,-4.304,0.0,0.106,0.162,0.0,0.0742,0.795,158.024,4.0
album rock,0.461,0.224,11.0,-13.865,0.0,0.028,0.666,5.26e-06,0.109,0.0573,99.184,4.0
singer-songwriter pop,0.477,0.167,5.0,-16.664,1.0,0.228,0.881,0.00157,0.268,0.329,85.516,4.0
swiss indie,0.504,0.418,2.0,-11.209,1.0,0.0415,0.772,0.371,0.111,0.0353,179.018,4.0
alt z,0.649,0.758,10.0,-5.647,0.0,0.0581,0.0364,4.12e-05,0.36,0.737,120.001,4.0
bass trap,0.808,0.538,0.0,-10.211,0.0,0.0608,0.108,0.0743,0.0555,0.416,108.026,4.0
anime lo-fi,0.865,0.226,0.0,-16.294,1.0,0.0807,0.56,0.883,0.181,0.741,90.023,4.0
alternative pop rock,0.704,0.478,9.0,-6.562,1.0,0.047,0.771,0.000516,0.0875,0.42,128.789,4.0
city pop,0.731,0.583,0.0,-4.463,1.0,0.0469,0.0556,0.0,0.0648,0.684,87.021,4.0
british indie rock,0.462,0.738,4.0,-4.339,1.0,0.033,0.0241,0.0,0.293,0.37,131.604,4.0
australian indie,0.494,0.915,7.0,-3.795,1.0,0.0583,0.00214,0.0,0.11,0.607,100.133,4.0
bedroom soul,0.743,0.832,5.0,-3.937,1.0,0.0611,0.161,0.0,0.0925,0.801,149.951,4.0
filmi,0.803,0.859,6.0,-4.405,0.0,0.185,0.305,6.18e-05,0.553,0.631,101.007,4.0
complextro,0.276,0.796,0.0,-4.499,1.0,0.0579,0.00293,0.0,0.184,0.26,199.526,4.0
indie poptimism,0.532,0.748,0.0,-5.223,1.0,0.0358,0.0275,4.76e-06,0.153,0.12,129.97,3.0
anime score,0.159,0.197,9.0,-15.228,0.0,0.0312,0.505,0.94,0.127,0.125,85.869,3.0
disco,0.676,0.692,9.0,-13.093,1.0,0.052,0.668,0.00915,0.13,0.799,102.516,4.0
anime,0.621,0.778,11.0,-3.818,1.0,0.0284,0.00378,2.52e-05,0.103,0.602,122.98,4.0
japanese teen pop,0.6,0.76,6.0,-6.124,0.0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,4.0
filmi,0.658,0.767,0.0,-5.477,1.0,0.151,0.451,0.0,0.551,0.762,89.985,4.0
pov: indie,0.55,0.699,1.0,-3.635,1.0,0.17,0.435,0.0,0.197,0.697,169.955,4.0
indie r&b,0.693,0.694,8.0,-6.973,1.0,0.0533,0.344,0.000109,0.112,0.882,90.011,4.0
indie pop,0.361,0.172,7.0,-15.245,1.0,0.0356,0.874,0.168,0.132,0.15,177.118,3.0
desi hip hop,0.7,0.697,4.0,-5.249,0.0,0.0685,0.00922,0.0,0.104,0.409,83.951,4.0
gaming edm,0.56,0.742,8.0,-5.28,1.0,0.0301,0.0171,0.0,0.178,0.387,125.027,4.0
kazakh pop,0.684,0.605,10.0,-8.678,0.0,0.0634,0.216,0.941,0.103,0.768,104.647,4.0
australian rock,0.599,0.787,2.0,-4.708,1.0,0.0338,2.07e-05,5.27e-05,0.064,0.822,114.065,4.0
alternative rock,0.743,0.836,2.0,-6.465,1.0,0.116,0.0804,0.0,0.384,0.82,113.375,4.0
gym phonk,0.816,0.614,2.0,-9.707,1.0,0.0678,0.313,0.849,0.101,0.132,100.018,4.0
filmi,0.484,0.545,10.0,-6.607,1.0,0.0485,0.2,0.0,0.188,0.575,114.989,4.0
filmi,0.432,0.695,1.0,-8.022,1.0,0.111,0.732,0.0014,0.274,0.513,116.153,3.0
chillstep,0.436,0.945,5.0,-2.867,0.0,0.0952,2.95e-05,0.797,0.148,0.185,149.886,4.0
future bass,0.496,0.679,8.0,-6.893,1.0,0.0345,0.0308,0.00327,0.316,0.224,105.059,4.0
modern indie pop,0.485,0.409,9.0,-10.711,0.0,0.101,0.325,0.0,0.103,0.376,138.419,4.0
modern indie pop,0.653,0.474,5.0,-10.899,0.0,0.103,0.312,6.65e-06,0.119,0.361,85.024,4.0
alt z,0.492,0.236,2.0,-17.224,1.0,0.0359,0.723,0.159,0.351,0.151,75.102,4.0
alt z,0.569,0.726,4.0,-5.343,1.0,0.178,0.1,0.0,0.244,0.373,185.946,4.0
dark r&b,0.546,0.552,10.0,-8.298,0.0,0.36,0.0979,0.0,0.0552,0.478,86.867,4.0
anime,0.363,0.914,11.0,-2.899,0.0,0.0983,0.00183,0.0,0.335,0.678,177.968,4.0
anime,0.633,0.854,1.0,-3.506,1.0,0.044,0.0275,0.0,0.337,0.81,101.972,4.0
cedm,0.767,0.68,11.0,-6.326,1.0,0.0993,0.354,0.0,0.175,0.785,97.079,4.0
teen pop,0.929,0.521,8.0,-9.863,1.0,0.0538,0.739,0.187,0.132,0.749,124.009,4.0
dutch house,0.747,0.728,10.0,-6.683,0.0,0.0785,0.0173,8.59e-05,0.0813,0.471,126.019,4.0
lo-fi sleep,0.657,0.156,11.0,-18.942,1.0,0.0335,0.98,0.923,0.111,0.0546,120.098,4.0
anime lo-fi,0.659,0.0252,0.0,-29.631,1.0,0.0644,0.995,0.971,0.118,0.551,72.679,5.0
anime lo-fi,0.746,0.0106,9.0,-28.922,0.0,0.108,0.992,0.968,0.106,0.594,109.076,4.0
chill out,0.649,0.151,9.0,-16.832,0.0,0.0299,0.916,0.95,0.0764,0.0622,99.997,4.0
indietronica,0.715,0.641,0.0,-7.008,1.0,0.0391,0.0827,0.125,0.122,0.222,115.014,4.0
australian pop,0.246,0.486,11.0,-9.752,0.0,0.0664,0.493,0.0,0.136,0.328,79.946,4.0
ambient pop,0.289,0.0852,3.0,-19.513,0.0,0.0335,0.924,0.957,0.0982,0.0334,95.057,4.0
modern alternative rock,0.562,0.53,2.0,-7.665,1.0,0.0286,0.0226,0.00419,0.106,0.391,122.92,4.0
bc underground hip hop,0.688,0.649,6.0,-7.406,1.0,0.0856,0.351,0.0,0.106,0.568,99.977,4.0
lo-fi beats,0.644,0.241,0.0,-14.602,1.0,0.0416,0.875,0.36,0.401,0.0592,138.946,4.0
pop,0.637,0.39,2.0,-8.915,1.0,0.23,0.675,0.0,0.0687,0.579,99.831,4.0
modern indie pop,0.444,0.301,0.0,-8.88,1.0,0.0334,0.886,0.0,0.183,0.35,95.278,3.0
modern alternative rock,0.55,0.872,2.0,-4.742,0.0,0.0588,0.0864,0.000291,0.0617,0.618,142.041,4.0
bedroom pop,0.566,0.394,10.0,-11.438,0.0,0.0445,0.712,2.59e-05,0.156,0.6,78.948,4.0
freeform hardcore,0.445,0.96,7.0,-5.803,1.0,0.0515,0.000145,0.661,0.135,0.0536,170.003,4.0
downtempo,0.641,0.943,5.0,-6.254,0.0,0.264,0.0351,0.000259,0.328,0.718,171.811,4.0
alt z,0.492,0.378,5.0,-7.117,1.0,0.0304,0.811,0.0,0.136,0.497,110.907,4.0
viral rap,0.903,0.327,1.0,-9.727,1.0,0.0877,0.26,0.011,0.108,0.274,100.008,4.0
pop,0.557,0.457,7.0,-5.372,1.0,0.0335,0.428,0.0,0.0567,0.328,105.918,4.0
cloud rap,0.849,0.285,7.0,-11.58,0.0,0.041,0.822,2.9e-06,0.116,0.156,125.504,4.0
chamber pop,0.592,0.263,4.0,-14.029,0.0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,4.0
singer-songwriter pop,0.519,0.256,4.0,-14.184,1.0,0.0444,0.891,0.0,0.181,0.281,122.715,4.0
pop,0.733,0.653,11.0,-6.094,1.0,0.0391,0.0179,0.0218,0.184,0.752,119.996,5.0
deep tropical house,0.629,0.87,8.0,-3.352,0.0,0.0304,0.0325,1.71e-06,0.129,0.628,117.96,4.0
anime lo-fi,0.597,0.136,0.0,-24.173,0.0,0.0366,0.984,0.889,0.248,0.115,135.954,4.0
indie rock,0.53,0.752,0.0,-5.16,1.0,0.043,0.0001,0.00176,0.0926,0.529,148.038,4.0
folk-pop,0.389,0.431,7.0,-8.061,1.0,0.0344,0.249,0.0,0.13,0.275,142.14,4.0
icelandic indie,0.15,0.333,2.0,-12.693,1.0,0.0374,0.691,0.37,0.303,0.0356,169.09,3.0
future bass,0.426,0.491,5.0,-6.66,0.0,0.0365,0.474,0.00331,0.083,0.0701,61.063,3.0
easy listening,0.173,0.258,7.0,-14.238,1.0,0.0319,0.894,0.838,0.12,0.045,140.871,4.0
bedroom pop,0.593,0.243,7.0,-13.849,1.0,0.0539,0.948,0.0462,0.113,0.487,118.694,4.0
art pop,0.603,0.509,1.0,-6.824,1.0,0.0311,0.374,2.91e-05,0.0627,0.572,136.592,4.0
alt z,0.636,0.243,2.0,-9.509,1.0,0.04,0.815,0.0,0.111,0.239,142.016,4.0
alt z,0.732,0.85,1.0,-5.999,1.0,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,4.0
neo mellow,0.667,0.361,1.0,-8.69,0.0,0.0273,0.575,0.00506,0.0805,0.29,134.018,5.0
icelandic indie,0.364,0.178,10.0,-16.483,1.0,0.0295,0.86,0.000493,0.106,0.213,94.065,4.0
pov: indie,0.347,0.634,7.0,-3.345,1.0,0.051,0.341,0.0,0.842,0.332,126.913,3.0
indietronica,0.758,0.562,9.0,-6.302,1.0,0.0771,0.0996,0.0,0.0996,0.581,142.035,4.0
arkansas country,0.796,0.337,5.0,-18.041,1.0,0.0334,0.22,0.0,0.115,0.858,106.923,4.0
alt z,0.665,0.61,0.0,-7.655,0.0,0.0436,0.423,0.0,0.127,0.473,127.971,4.0
alt z,0.674,0.491,3.0,-10.853,0.0,0.36,0.464,1.77e-05,0.106,0.492,126.038,4.0
alabama indie,0.204,0.747,9.0,-6.72,0.0,0.0338,0.00703,0.000261,0.13,0.146,150.804,4.0
album rock,0.493,0.586,2.0,-13.916,1.0,0.046,0.0202,0.00106,0.102,0.656,113.618,4.0
dance pop,0.939,0.742,5.0,-5.171,0.0,0.0467,0.321,0.0,0.107,0.924,118.978,4.0
pop,0.602,0.565,11.0,-6.498,1.0,0.0498,0.329,0.0,0.0622,0.609,208.038,4.0
grunge,0.502,0.912,1.0,-4.556,1.0,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4.0
indie anthem-folk,0.48,0.363,3.0,-7.561,1.0,0.029,0.913,0.75,0.11,0.176,120.61,3.0
modern rock,0.764,0.548,6.0,-7.627,1.0,0.14,0.296,1.01e-05,0.0769,0.519,151.02,4.0
australian dance,0.716,0.512,1.0,-6.257,1.0,0.0331,0.483,0.0,0.0928,0.326,104.957,3.0
contemporary r&b,0.733,0.395,6.0,-11.959,0.0,0.0366,0.279,2.37e-06,0.468,0.661,96.085,4.0
cedm,0.806,0.515,9.0,-6.834,1.0,0.0455,0.0696,2.46e-06,0.0639,0.633,112.989,4.0
bedroom soul,0.714,0.68,4.0,-5.321,1.0,0.132,0.149,6.27e-06,0.098,0.672,160.021,4.0
dutch edm,0.526,0.52,6.0,-7.985,0.0,0.0569,0.435,0.0,0.197,0.13,149.119,4.0
r&b,0.451,0.159,3.0,-10.443,1.0,0.0487,0.941,7.71e-06,0.12,0.229,141.475,4.0
alt z,0.803,0.491,6.0,-7.196,1.0,0.0821,0.121,9.69e-06,0.0689,0.589,121.984,4.0
edm,0.799,0.791,2.0,-5.173,1.0,0.109,0.3,0.00089,0.104,0.651,119.993,4.0
atl hip hop,0.701,0.591,0.0,-6.646,1.0,0.0301,0.0979,2.53e-05,0.551,0.423,98.056,4.0
filmi,0.593,0.773,2.0,-5.591,1.0,0.0339,0.722,0.0,0.117,0.561,133.975,4.0
alt z,0.698,0.197,3.0,-8.799,1.0,0.0334,0.875,0.0,0.0799,0.324,109.794,4.0
electropop,0.611,0.562,1.0,-7.849,0.0,0.0874,0.0767,3.23e-06,0.118,0.318,74.994,4.0
norwegian house,0.415,0.216,6.0,-17.86,0.0,0.0439,0.975,0.92,0.105,0.0855,113.875,4.0
glitch hop,0.417,0.868,6.0,-7.993,0.0,0.0451,0.0775,0.792,0.305,0.199,79.705,4.0
modern alternative rock,0.575,0.568,9.0,-5.509,0.0,0.03,0.0484,0.000417,0.286,0.37,93.986,4.0
j-pop,0.626,0.399,0.0,-7.304,1.0,0.0363,0.594,0.0,0.101,0.184,109.916,4.0
chill pop,0.749,0.393,4.0,-13.374,0.0,0.199,0.286,0.000218,0.113,0.334,125.336,4.0
art pop,0.73,0.483,4.0,-8.565,1.0,0.0879,0.237,7.99e-05,0.31,0.883,87.996,4.0
classical,0.265,0.146,5.0,-24.717,0.0,0.0432,0.988,0.92,0.124,0.613,77.239,4.0
bass trap,0.718,0.677,4.0,-6.668,1.0,0.0361,0.0371,5.81e-05,0.112,0.236,122.003,4.0
bass trap,0.442,0.847,10.0,-4.111,0.0,0.107,0.000354,0.011,0.374,0.496,179.872,3.0
pop,0.702,0.595,2.0,-6.005,1.0,0.0912,0.392,0.0,0.0753,0.366,90.497,4.0
danish electronic,0.718,0.725,9.0,-5.409,1.0,0.0519,0.153,0.0,0.32,0.65,100.044,4.0
piano rock,0.401,0.503,2.0,-8.084,1.0,0.0439,0.0158,0.0,0.134,0.236,118.486,4.0
boy band,0.559,0.849,3.0,-4.676,1.0,0.0454,0.0854,0.0,0.328,0.759,86.978,4.0
pop,0.592,0.839,1.0,-4.944,0.0,0.0564,0.101,0.0,0.0528,0.457,168.501,4.0
alt z,0.617,0.195,0.0,-11.93,1.0,0.0467,0.865,3.52e-05,0.0964,0.097,114.894,4.0
irish singer-songwriter,0.443,0.533,7.0,-5.956,1.0,0.0473,0.429,3.66e-06,0.332,0.596,183.791,4.0
indie poptimism,0.52,0.903,2.0,-5.497,1.0,0.042,0.00517,0.0,0.254,0.652,74.988,4.0
pop,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,4.0
canadian pop,0.695,0.854,7.0,-3.891,0.0,0.0431,0.00614,0.0,0.158,0.804,112.008,4.0
indie r&b,0.69,0.397,5.0,-6.514,1.0,0.0453,0.064,0.0,0.0784,0.772,203.723,4.0
grunge,0.427,0.201,8.0,-13.044,1.0,0.0317,0.745,0.263,0.109,0.0668,105.218,4.0
electropop,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4.0
pop,0.705,0.864,0.0,-5.13,0.0,0.0344,0.276,0.00037,0.0872,0.626,120.012,4.0
alternative dance,0.626,0.725,0.0,-8.394,1.0,0.0285,0.00221,0.686,0.116,0.522,121.017,4.0
british singer-songwriter,0.409,0.0914,3.0,-15.083,1.0,0.0555,0.937,0.0,0.0986,0.141,74.83,4.0
post-grunge,0.463,0.9,4.0,-3.757,0.0,0.0523,0.0298,0.000459,0.0651,0.428,159.964,3.0
ambient worship,0.358,0.277,10.0,-12.42,1.0,0.0344,0.924,0.0,0.19,0.288,109.555,4.0
classical,0.555,0.151,9.0,-16.742,0.0,0.0477,0.882,0.573,0.0832,0.732,146.782,3.0
belgian rock,0.632,0.193,11.0,-15.796,0.0,0.0309,0.939,0.0882,0.0903,0.274,112.155,4.0
lo-fi chill,0.529,0.64,9.0,-7.038,1.0,0.0628,0.844,0.0,0.106,0.321,81.505,4.0
contemporary country,0.486,0.633,9.0,-8.414,1.0,0.0365,0.176,0.0,0.312,0.669,162.158,4.0
lo-fi sleep,0.545,0.0706,0.0,-22.841,0.0,0.0376,0.922,0.828,0.0776,0.0767,128.018,4.0
filmi,0.829,0.852,6.0,-5.4,1.0,0.0477,0.00698,0.000278,0.055,0.912,131.989,4.0
filmi,0.615,0.76,2.0,-8.082,1.0,0.0761,0.0701,3.95e-05,0.12,0.743,171.951,4.0
modern bollywood,0.637,0.591,9.0,-6.117,1.0,0.0342,0.504,3.29e-06,0.135,0.48,119.956,4.0
classical,0.49,0.225,7.0,-16.843,1.0,0.0428,0.953,0.671,0.296,0.453,127.316,4.0
ethereal wave,0.124,0.133,1.0,-23.052,1.0,0.0421,0.821,0.852,0.12,0.0419,83.766,4.0
electropop,0.513,0.25,5.0,-9.376,0.0,0.0367,0.913,0.0,0.117,0.351,74.103,4.0
canadian pop,0.654,0.76,0.0,-3.669,0.0,0.045,0.0797,0.0,0.299,0.41,99.945,4.0
boy band,0.566,0.586,7.0,-6.889,0.0,0.0313,0.19,1.3e-05,0.379,0.436,78.964,4.0
filmi,0.789,0.797,0.0,-8.557,1.0,0.0478,0.0561,0.0186,0.129,0.692,126.996,4.0
singer-songwriter pop,0.614,0.65,8.0,-8.208,1.0,0.0323,0.0687,0.0,0.117,0.472,140.974,4.0
trip hop,0.516,0.679,10.0,-8.394,0.0,0.032,0.196,0.245,0.167,0.416,83.003,4.0
alternative rock,0.698,0.633,8.0,-6.68,0.0,0.0406,0.0508,0.272,0.264,0.55,94.085,4.0
drift phonk,0.866,0.667,6.0,-6.68,0.0,0.0558,0.399,0.00242,0.156,0.583,139.939,4.0
pop,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,4.0
cumbia,0.887,0.581,11.0,-7.632,0.0,0.172,0.0396,0.000198,0.0788,0.786,117.042,4.0
detroit hip hop,0.668,0.886,0.0,-3.474,1.0,0.117,0.0417,0.0,0.459,0.503,142.002,4.0
chill pop,0.557,0.429,6.0,-10.266,1.0,0.189,0.387,0.000478,0.192,0.596,90.574,4.0
art pop,0.508,0.792,0.0,-7.311,0.0,0.0297,0.229,0.124,0.145,0.601,147.067,4.0
lo-fi study,0.849,0.308,9.0,-11.735,0.0,0.0367,0.937,0.859,0.102,0.0986,105.001,3.0
j-pop,0.539,0.508,11.0,-5.913,1.0,0.0348,0.56,0.0,0.113,0.277,123.958,4.0
j-pop,0.634,0.506,11.0,-5.882,1.0,0.0316,0.729,1.11e-06,0.12,0.244,124.003,4.0
j-pop,0.372,0.426,11.0,-8.421,1.0,0.0339,0.687,0.00784,0.109,0.287,123.993,4.0
alt z,0.416,0.55,6.0,-5.78,1.0,0.0493,0.802,0.0,0.319,0.529,99.383,4.0
dark pop,0.674,0.555,2.0,-6.712,1.0,0.0323,0.188,9.6e-06,0.3,0.533,95.981,4.0
singer-songwriter pop,0.765,0.572,11.0,-6.153,0.0,0.128,0.226,0.0,0.192,0.475,140.013,4.0
bedroom pop,0.829,0.57,8.0,-7.609,1.0,0.11,0.491,0.206,0.0847,0.723,121.638,4.0
dfw rap,0.672,0.717,1.0,-2.714,1.0,0.034,0.341,2.4e-05,0.106,0.225,160.981,4.0
cyberpunk,0.424,0.797,5.0,-2.321,1.0,0.0577,0.000969,0.841,0.234,0.223,179.893,4.0
alternative rock,0.41,0.901,10.0,-4.498,1.0,0.0691,0.000155,1.08e-05,0.243,0.302,152.039,4.0
electro house,0.608,0.732,10.0,-4.767,0.0,0.108,0.254,0.0,0.161,0.566,149.845,4.0
icelandic indie,0.453,0.236,11.0,-12.606,0.0,0.0282,0.731,0.596,0.12,0.19,98.065,4.0
otacore,0.451,0.259,7.0,-9.396,0.0,0.0389,0.967,0.0,0.138,0.354,102.25,4.0
detroit hip hop,0.78,0.768,6.0,-4.325,0.0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,4.0
alt z,0.693,0.549,6.0,-8.964,0.0,0.418,0.625,0.0,0.122,0.645,82.152,4.0
pop,0.694,0.389,8.0,-5.41,1.0,0.0706,0.3,0.0,0.158,0.409,90.984,4.0
brostep,0.42,0.964,7.0,-1.397,1.0,0.107,7.18e-05,0.000274,0.543,0.0716,174.881,4.0
french shoegaze,0.321,0.177,8.0,-12.708,1.0,0.035,0.237,0.837,0.102,0.0399,99.088,4.0
canadian contemporary r&b,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,4.0
modern alternative rock,0.512,0.483,0.0,-7.798,1.0,0.0298,0.00304,0.0011,0.12,0.367,160.009,4.0
lo-fi beats,0.694,0.347,0.0,-13.28,1.0,0.0627,0.841,0.916,0.108,0.484,69.824,4.0
piano rock,0.564,0.722,1.0,-5.59,0.0,0.124,0.162,0.0,0.0931,0.276,99.083,4.0
album rock,0.631,0.932,5.0,-4.142,1.0,0.0354,0.0436,0.137,0.0918,0.971,122.429,4.0
alternative r&b,0.728,0.727,2.0,-3.585,1.0,0.206,0.0128,0.0,0.0882,0.89,143.144,4.0
german soundtrack,0.0863,0.0476,5.0,-15.941,1.0,0.0449,0.00612,0.906,0.125,0.0222,85.368,4.0
dark r&b,0.458,0.239,11.0,-15.877,0.0,0.0599,0.0346,0.0,0.0815,0.31,94.993,4.0
k-pop,0.512,0.76,2.0,-5.889,0.0,0.0682,0.299,0.0,0.103,0.495,130.096,4.0
la pop,0.616,0.654,5.0,-5.538,1.0,0.0564,0.0487,0.0,0.113,0.274,153.901,4.0
metropopolis,0.639,0.552,6.0,-6.916,0.0,0.145,0.547,0.0,0.0903,0.487,151.426,3.0
pop,0.892,0.595,9.0,-7.053,1.0,0.0811,0.256,1.79e-05,0.116,0.694,155.086,4.0
electra,0.743,0.389,8.0,-9.121,1.0,0.128,0.608,1.65e-06,0.272,0.706,98.006,4.0
bedroom soul,0.733,0.481,2.0,-7.554,1.0,0.0347,0.273,0.0739,0.287,0.553,125.009,4.0
baroque pop,0.621,0.713,10.0,-7.226,1.0,0.102,0.605,8.28e-06,0.103,0.609,78.022,4.0
aesthetic rap,0.783,0.89,1.0,-5.995,1.0,0.2,0.185,0.00417,0.0969,0.437,127.996,4.0
dance pop,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,4.0
alt z,0.348,0.353,10.0,-9.012,1.0,0.0334,0.845,0.0,0.181,0.866,80.558,3.0
indie poptimism,0.316,0.63,5.0,-5.963,1.0,0.117,0.471,0.262,0.205,0.313,89.643,1.0
lo-fi sleep,0.534,0.15,7.0,-21.428,0.0,0.0287,0.772,0.859,0.112,0.0711,60.012,4.0
musica portuguesa contemporanea,0.488,0.141,9.0,-16.96,1.0,0.035,0.949,0.00153,0.0929,0.225,105.01,4.0
brostep,0.589,0.955,5.0,-4.81,0.0,0.116,0.00551,0.00103,0.369,0.661,140.068,4.0
pop rap,0.402,0.488,9.0,-12.103,0.0,0.374,0.875,0.000159,0.314,0.0953,82.701,4.0
brostep,0.617,0.803,6.0,-6.015,1.0,0.0858,0.133,5.5e-05,0.0902,0.643,150.051,4.0
alt z,0.591,0.691,6.0,-4.599,1.0,0.0259,0.153,4.19e-06,0.101,0.136,108.027,4.0
canadian pop,0.752,0.754,1.0,-6.684,1.0,0.0615,0.0151,0.0,0.0486,0.755,149.789,4.0
art pop,0.473,0.128,2.0,-12.303,1.0,0.0365,0.948,5.36e-05,0.101,0.0897,93.95,3.0
alt z,0.723,0.545,0.0,-6.694,0.0,0.0334,0.0337,0.0,0.0901,0.328,104.014,4.0
alternative dance,0.69,0.845,6.0,-6.01,1.0,0.15,0.00351,2.79e-06,0.418,0.789,122.023,4.0
pop,0.65,0.538,5.0,-7.511,1.0,0.0464,0.128,4.95e-06,0.127,0.501,153.179,4.0
