,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4614,brostep,0.612,0.89,1.0,-5.582,1.0,0.0628,0.00151,0.868,0.0894,0.397,127.013
4615,alt z,0.515,0.27,10.0,-9.935,1.0,0.0357,0.842,0.0,0.114,0.234,120.483
4622,alt z,0.52,0.531,11.0,-7.63,1.0,0.0428,0.633,0.0,0.101,0.309,121.839
4623,pop,0.311,0.485,6.0,-5.726,0.0,0.0365,0.701,0.0,0.0726,0.225,77.355
4624,alt z,0.609,0.43,8.0,-8.242,1.0,0.0547,0.249,1.13e-06,0.0996,0.401,172.482
4632,dance pop,0.57,0.585,8.0,-7.041,1.0,0.251,0.128,0.000105,0.111,0.378,97.285
4635,dance pop,0.762,0.863,0.0,-3.689,0.0,0.0561,0.015,0.0,0.125,0.965,106.012
4640,brostep,0.423,0.943,0.0,-2.808,1.0,0.498,0.0227,0.0,0.0798,0.165,139.48
4641,brostep,0.446,0.975,2.0,-2.329,0.0,0.163,0.00719,0.289,0.214,0.178,139.93
4642,edm,0.68,0.703,7.0,-3.36,0.0,0.0439,0.839,0.0218,0.0863,0.193,102.289
4646,filmi,0.571,0.734,9.0,-6.059,0.0,0.0402,0.463,0.000691,0.128,0.552,118.881
4647,filmi,0.576,0.591,0.0,-7.725,1.0,0.0332,0.795,6.85e-05,0.266,0.478,124.013
4648,filmi,0.609,0.278,11.0,-14.16,0.0,0.0358,0.82,0.000514,0.103,0.312,125.883
4651,filmi,0.56,0.604,8.0,-8.732,1.0,0.0866,0.315,1.12e-06,0.176,0.75,84.784
4652,filmi,0.644,0.423,11.0,-8.702,0.0,0.0324,0.464,0.0,0.11,0.509,131.903
4653,filmi,0.579,0.712,0.0,-6.119,0.0,0.0308,0.259,0.000253,0.18,0.486,80.998
4654,filmi,0.598,0.236,9.0,-9.733,1.0,0.0363,0.845,0.0,0.109,0.413,149.839
4657,filmi,0.356,0.47,5.0,-8.929,1.0,0.0278,0.518,1e-05,0.0807,0.167,93.895
4658,filmi,0.56,0.702,1.0,-9.343,0.0,0.0366,0.173,0.0,0.125,0.562,149.934
4659,filmi,0.271,0.726,7.0,-6.504,1.0,0.0527,0.586,0.0,0.353,0.532,87.425
4660,filmi,0.72,0.621,2.0,-9.773,1.0,0.0491,0.676,0.0,0.0679,0.566,114.987
4662,filmi,0.525,0.448,2.0,-10.365,0.0,0.0391,0.572,1.51e-05,0.107,0.356,81.131
4663,filmi,0.7,0.526,0.0,-6.246,1.0,0.0355,0.0981,0.471,0.102,0.774,92.015
4664,filmi,0.853,0.745,9.0,-8.636,0.0,0.109,0.0642,1.87e-06,0.0274,0.882,107.985
4665,edm,0.818,0.799,1.0,-4.1,0.0,0.156,0.00107,0.128,0.057,0.0815,100.014
4671,lo-fi study,0.815,0.0403,4.0,-19.204,1.0,0.0678,0.958,0.922,0.11,0.383,100.005
4675,filmi,0.798,0.931,8.0,-7.695,1.0,0.0745,0.57,0.0,0.576,0.89,120.178
4676,drift phonk,0.783,0.864,11.0,-4.937,1.0,0.116,0.00138,0.00457,0.0998,0.801,119.976
4677,filmi,0.716,0.832,10.0,-6.131,1.0,0.062,0.0189,1.17e-06,0.305,0.742,89.982
4679,filmi,0.647,0.792,2.0,-9.815,1.0,0.0373,0.00536,5.82e-05,0.054,0.306,132.032
4694,modern alternative rock,0.477,0.572,8.0,-7.328,1.0,0.0319,0.00708,0.784,0.144,0.0414,194.033
4697,pop,0.714,0.472,2.0,-7.375,1.0,0.0864,0.013,4.51e-06,0.266,0.238,131.121
4698,pop,0.743,0.893,1.0,-5.261,1.0,0.129,0.00284,0.000369,0.113,0.369,130.072
4701,pop,0.429,0.214,1.0,-12.261,1.0,0.242,0.897,0.0,0.105,0.189,77.849
4704,alt z,0.532,0.433,11.0,-6.964,1.0,0.0933,0.385,0.0,0.355,0.267,77.04
4706,anime lo-fi,0.386,0.202,9.0,-16.954,0.0,0.0349,0.887,0.494,0.0915,0.053,82.642
4708,lo-fi study,0.638,0.124,10.0,-20.872,0.0,0.0725,0.881,0.904,0.208,0.185,90.008
4713,lo-fi study,0.801,0.122,5.0,-14.517,0.0,0.0443,0.907,0.929,0.102,0.147,75.025
4718,alt z,0.573,0.584,4.0,-6.574,1.0,0.047,0.315,1.19e-06,0.109,0.0805,114.841
4719,art pop,0.711,0.931,1.0,-4.042,1.0,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009
4720,alt z,0.471,0.474,5.0,-6.355,1.0,0.0382,0.723,0.0,0.0964,0.262,120.656
4722,art pop,0.709,0.475,6.0,-7.067,1.0,0.031,0.00513,0.579,0.115,0.389,124.987
4731,filmi,0.833,0.754,2.0,-7.555,1.0,0.0513,0.0166,0.0,0.246,0.65,108.001
4733,alt z,0.876,0.786,0.0,-4.518,0.0,0.081,0.373,0.00545,0.145,0.889,109.986
4734,alt z,0.699,0.493,11.0,-10.386,1.0,0.0699,0.537,0.0,0.258,0.08,94.99
4735,pop,0.643,0.671,7.0,-7.45,1.0,0.0842,0.241,0.0178,0.12,0.297,96.924
4736,alt z,0.731,0.59,2.0,-7.191,1.0,0.108,0.473,3.39e-05,0.107,0.569,161.072
4738,singer-songwriter pop,0.924,0.716,8.0,-7.158,0.0,0.0541,0.0177,1.15e-06,0.128,0.48,119.973
4751,modern alternative rock,0.534,0.582,5.0,-7.912,1.0,0.0401,0.047,0.0328,0.0883,0.346,84.183
4755,singer-songwriter pop,0.868,0.66,7.0,-3.834,1.0,0.0526,0.104,0.0,0.0755,0.963,121.925
4756,pop,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073
4757,drift phonk,0.768,0.858,8.0,-4.629,1.0,0.0767,0.0144,0.861,0.0829,0.522,143.56
4769,alt z,0.63,0.781,1.0,-7.819,1.0,0.0406,0.152,0.000247,0.289,0.188,100.052
4770,alt z,0.378,0.334,1.0,-10.993,1.0,0.304,0.776,0.0,0.115,0.496,181.296
4771,dance pop,0.82,0.731,2.0,-2.343,1.0,0.0443,0.0139,0.0,0.0805,0.602,120.013
4774,edm,0.651,0.7,1.0,-4.264,0.0,0.0318,0.352,0.0,0.061,0.214,104.964
4777,edm,0.579,0.736,6.0,-3.863,0.0,0.0527,0.31,0.0,0.198,0.613,127.999
4778,alternative metal,0.487,0.961,4.0,-4.139,1.0,0.132,0.0415,1.15e-06,0.553,0.323,170.005
4790,alt z,0.508,0.404,10.0,-11.092,1.0,0.0788,0.664,0.0,0.104,0.129,81.713
4791,art pop,0.38,0.138,9.0,-11.135,0.0,0.0356,0.761,0.00086,0.108,0.054,91.262
4797,anime lo-fi,0.557,0.0703,2.0,-26.509,0.0,0.0363,0.932,0.87,0.0912,0.0397,131.98
4799,alt z,0.588,0.653,9.0,-5.645,0.0,0.0373,0.127,0.0,0.423,0.18,104.897
4810,alt z,0.698,0.725,2.0,-7.403,1.0,0.0431,0.0127,0.122,0.288,0.0765,104.99
4811,singer-songwriter pop,0.758,0.574,7.0,-8.049,1.0,0.0436,0.103,1.14e-05,0.229,0.527,121.374
4813,alternative metal,0.44,0.993,2.0,-3.481,0.0,0.184,0.0104,0.0,0.964,0.614,169.77
4815,alt z,0.723,0.504,8.0,-5.572,1.0,0.0392,0.388,7.4e-05,0.087,0.551,133.975
4816,art pop,0.444,0.26,7.0,-10.045,1.0,0.0316,0.964,0.0815,0.125,0.121,120.443
4817,pop,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39
4819,chill pop,0.84,0.338,6.0,-8.16,1.0,0.0436,0.135,0.0225,0.0635,0.927,108.024
4820,singer-songwriter pop,0.673,0.728,0.0,-4.902,1.0,0.0376,0.0228,3.69e-06,0.0903,0.818,158.049
4825,alt z,0.601,0.513,0.0,-8.492,0.0,0.0378,0.421,8.42e-05,0.0868,0.391,121.78
4828,alternative metal,0.444,0.974,5.0,-4.041,0.0,0.114,0.000119,1.64e-05,0.233,0.306,127.102
4829,dance pop,0.592,0.935,6.0,-4.317,0.0,0.0581,0.00879,0.0154,0.132,0.567,125.013
4830,dance pop,0.654,0.782,4.0,-5.179,0.0,0.0494,0.0668,0.0,0.303,0.349,150.078
4834,pop,0.728,0.563,1.0,-8.053,0.0,0.134,0.621,0.0,0.179,0.352,100.017
4835,anime lo-fi,0.712,0.21,4.0,-17.027,0.0,0.033,0.727,0.912,0.136,0.239,85.004
4836,lo-fi study,0.702,0.438,7.0,-13.475,0.0,0.0476,0.695,0.892,0.382,0.344,129.969
4839,brostep,0.747,0.491,6.0,-6.043,1.0,0.0639,0.197,1.77e-05,0.0837,0.827,145.034
4849,alt z,0.507,0.581,6.0,-5.339,0.0,0.143,0.139,0.0,0.54,0.423,96.64
4853,alt z,0.703,0.179,4.0,-10.906,1.0,0.0366,0.949,0.0,0.102,0.346,97.427
4860,singer-songwriter pop,0.56,0.802,9.0,-7.231,0.0,0.0574,0.0129,3.37e-05,0.157,0.691,165.01
4861,alt z,0.699,0.463,0.0,-7.828,1.0,0.475,0.315,0.0,0.0803,0.565,143.99
4862,pop,0.516,0.467,0.0,-6.184,1.0,0.0302,0.662,0.0,0.0853,0.386,132.861
4868,alternative metal,0.623,0.93,5.0,-5.285,1.0,0.0324,0.0141,1.64e-06,0.138,0.287,120.119
4873,alt z,0.538,0.318,7.0,-13.036,0.0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988
4882,alt z,0.309,0.0925,8.0,-15.885,1.0,0.0356,0.971,0.00212,0.102,0.245,89.829
4885,chill pop,0.649,0.568,10.0,-10.051,1.0,0.0496,0.46,0.0,0.0933,0.325,116.793
4886,chill pop,0.718,0.515,6.0,-6.918,1.0,0.0326,0.564,0.000525,0.179,0.63,105.047
4889,alternative metal,0.547,0.936,1.0,-4.232,1.0,0.049,0.00306,0.27,0.278,0.445,91.997
4894,edm,0.432,0.781,4.0,-4.038,0.0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432
4899,alt z,0.847,0.346,6.0,-11.778,1.0,0.444,0.704,0.0,0.128,0.687,122.028
4902,filmi,0.764,0.863,2.0,-5.414,0.0,0.0416,0.00269,0.0,0.27,0.92,132.021
4907,pop,0.632,0.337,11.0,-8.0,0.0,0.033,0.558,0.0,0.104,0.0982,141.701
4911,pop,0.682,0.927,4.0,-2.915,1.0,0.0479,0.0843,0.0,0.149,0.744,101.019
4913,singer-songwriter pop,0.703,0.624,1.0,-5.758,1.0,0.0632,0.293,0.0,0.178,0.438,156.913
4914,pop,0.676,0.67,8.0,-6.584,1.0,0.0374,0.353,0.0,0.103,0.54,113.01
4916,pop,0.633,0.557,11.0,-4.917,0.0,0.203,0.169,0.0,0.0671,0.623,89.672
4920,alt z,0.838,0.305,8.0,-6.165,0.0,0.0824,0.28,0.000116,0.203,0.718,120.065
4921,drift phonk,0.725,0.984,9.0,-1.638,1.0,0.0351,0.000718,0.895,0.372,0.931,119.983
4923,dance pop,0.697,0.621,9.0,-6.886,0.0,0.25,0.0802,0.0,0.162,0.721,81.946
4926,dance pop,0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075
4935,modern alternative rock,0.568,0.569,7.0,-6.013,0.0,0.0329,0.0004,0.102,0.342,0.266,72.991
4937,singer-songwriter pop,0.424,0.735,1.0,-6.32,0.0,0.0685,0.0611,0.0,0.178,0.792,117.658
4943,chill pop,0.648,0.607,11.0,-6.399,1.0,0.0577,0.3,0.0,0.163,0.356,154.901
4945,brostep,0.366,0.572,2.0,-4.748,1.0,0.0377,0.343,0.00895,0.186,0.356,119.938
4951,filmi,0.649,0.525,10.0,-11.94,1.0,0.0665,0.245,1.2e-05,0.17,0.494,101.987
4952,dance pop,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998
4953,art pop,0.562,0.395,0.0,-9.503,1.0,0.0388,0.758,0.0165,0.228,0.37,109.101
4954,lo-fi study,0.63,0.175,0.0,-24.782,0.0,0.329,0.847,0.949,0.109,0.351,146.07
4957,dance pop,0.739,0.586,10.0,-5.079,0.0,0.0472,0.0245,0.000252,0.308,0.444,124.026
4958,alt z,0.789,0.212,3.0,-11.85,1.0,0.0493,0.85,3.08e-05,0.107,0.253,110.479
4968,chill pop,0.367,0.387,8.0,-7.366,1.0,0.0666,0.678,0.0,0.0855,0.436,180.636
4969,alternative metal,0.305,0.833,6.0,-7.981,1.0,0.0398,0.000327,2.36e-05,0.091,0.586,100.675
4972,art pop,0.325,0.271,7.0,-8.069,1.0,0.0418,0.73,0.0,0.301,0.279,71.855
4973,dance pop,0.644,0.945,7.0,-3.534,1.0,0.0717,0.0587,0.0,0.184,0.573,91.017
4974,alternative metal,0.58,0.982,4.0,-3.428,0.0,0.0729,0.00696,4.82e-06,0.165,0.51,98.189
4975,alternative metal,0.757,0.978,5.0,-3.749,0.0,0.215,0.0446,0.000796,0.0355,0.539,93.646
4980,alt z,0.78,0.672,8.0,-4.398,1.0,0.0328,0.143,7.27e-05,0.125,0.541,97.054
4987,filmi,0.82,0.517,4.0,-10.995,1.0,0.0425,0.615,0.00081,0.494,0.961,131.212
4988,filmi,0.64,0.498,5.0,-8.241,1.0,0.0289,0.733,7.33e-06,0.136,0.207,113.895
4989,anime,0.58,0.622,8.0,-5.692,1.0,0.0376,0.151,0.0,0.265,0.404,80.031
4991,filmi,0.52,0.591,3.0,-13.536,1.0,0.06,0.397,0.0,0.632,0.831,136.768
4995,modern alternative rock,0.598,0.575,0.0,-11.6,0.0,0.0484,0.0776,0.798,0.0925,0.268,106.972
5000,anime,0.74,0.556,0.0,-5.504,1.0,0.0306,0.236,0.0,0.117,0.255,117.949
5001,dance pop,0.762,0.797,5.0,-2.71,1.0,0.135,0.117,0.0,0.202,0.525,122.066
5003,edm,0.593,0.392,10.0,-6.872,0.0,0.0257,0.382,0.000114,0.131,0.25,75.065
5004,pop,0.329,0.235,10.0,-7.699,1.0,0.0303,0.918,0.0,0.137,0.22,171.006
5008,pop,0.516,0.56,6.0,-7.116,0.0,0.486,0.0322,0.0,0.15,0.696,98.94
5011,dance pop,0.879,0.665,11.0,-6.082,0.0,0.145,0.164,0.0,0.319,0.672,123.977
5015,modern alternative rock,0.551,0.881,7.0,-6.099,0.0,0.0542,0.186,0.0791,0.152,0.387,88.036
5017,singer-songwriter pop,0.726,0.481,0.0,-8.254,1.0,0.207,0.141,0.0,0.155,0.224,79.978
5019,dance pop,0.626,0.968,11.0,-6.014,0.0,0.0462,0.0205,0.0,0.321,0.176,128.969
5022,lo-fi study,0.755,0.085,1.0,-14.464,1.0,0.0363,0.94,0.936,0.136,0.259,109.969
5028,pop,0.716,0.563,3.0,-5.486,1.0,0.0426,0.326,0.0,0.119,0.494,86.005
5029,art pop,0.324,0.416,11.0,-8.92,0.0,0.0368,0.262,3.69e-05,0.11,0.151,113.986
5030,pop,0.799,0.539,1.0,-6.351,1.0,0.0421,0.199,1.66e-05,0.165,0.394,136.948
5033,pop,0.784,0.845,3.0,-2.793,1.0,0.0596,0.286,1.59e-05,0.074,0.888,105.981
5034,alt z,0.745,0.477,11.0,-7.706,0.0,0.088,0.202,0.0,0.12,0.454,136.055
5038,art pop,0.632,0.284,9.0,-14.025,0.0,0.0801,0.932,0.000476,0.233,0.208,129.642
5045,alt z,0.645,0.611,8.0,-5.925,0.0,0.137,0.29,2.05e-05,0.237,0.645,157.475
5049,dance pop,0.759,0.699,0.0,-5.745,0.0,0.0307,0.202,0.000131,0.443,0.907,92.96
5054,singer-songwriter pop,0.83,0.414,3.0,-7.387,1.0,0.148,0.497,0.0,0.187,0.797,87.99
5056,singer-songwriter pop,0.459,0.214,5.0,-10.66,1.0,0.0403,0.634,0.0,0.125,0.397,163.816
5057,alt z,0.639,0.724,7.0,-6.346,1.0,0.0664,0.452,0.0,0.159,0.522,129.712
5060,alt z,0.783,0.599,4.0,-5.688,1.0,0.0441,0.0445,0.0,0.108,0.611,113.97
5065,alternative metal,0.471,0.927,1.0,-5.76,1.0,0.0495,0.00272,0.537,0.115,0.232,96.149
5069,pop,0.849,0.489,0.0,-7.433,1.0,0.0509,0.683,1.91e-05,0.108,0.345,113.977
5075,pop,0.642,0.695,7.0,-5.62,1.0,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984
5077,singer-songwriter pop,0.512,0.748,10.0,-7.338,1.0,0.0376,0.0908,0.0,0.204,0.338,143.999
5078,modern alternative rock,0.587,0.744,7.0,-4.611,0.0,0.0742,0.00213,0.00181,0.114,0.236,118.962
5079,pop,0.643,0.458,6.0,-8.636,1.0,0.0875,0.809,0.00015,0.237,0.506,164.16
5082,singer-songwriter pop,0.777,0.597,4.0,-5.125,1.0,0.0496,0.51,0.0,0.107,0.9,133.854
5084,pop,0.504,0.267,9.0,-13.678,0.0,0.406,0.438,0.0,0.141,0.392,83.966
5088,pop,0.763,0.661,4.0,-5.592,0.0,0.056,0.169,0.0,0.117,0.632,95.002
5089,pop,0.747,0.667,4.0,-5.181,0.0,0.0566,0.18,0.0,0.146,0.508,95.0
5090,pop,0.693,0.643,4.0,-5.867,0.0,0.0828,0.138,0.0,0.108,0.477,95.055
5097,pop,0.651,0.654,1.0,-5.481,1.0,0.0466,0.385,0.0,0.181,0.539,141.975
5098,alt z,0.418,0.392,9.0,-13.771,1.0,0.0383,0.663,0.335,0.204,0.295,168.902
5099,pop,0.776,0.513,5.0,-6.757,1.0,0.0872,0.392,0.0,0.0642,0.813,153.934
5100,filmi,0.687,0.855,4.0,-2.837,0.0,0.109,0.13,0.0,0.311,0.659,167.947
5101,art pop,0.726,0.654,2.0,-6.201,1.0,0.0423,0.424,0.0,0.0668,0.624,129.013
5106,alt z,0.614,0.511,11.0,-8.758,0.0,0.0294,0.673,0.00176,0.339,0.486,148.024
5107,singer-songwriter pop,0.637,0.885,5.0,-4.522,1.0,0.0274,0.0318,0.0,0.107,0.613,127.027
5111,alt z,0.618,0.47,0.0,-7.379,1.0,0.0271,0.0169,0.0,0.111,0.228,135.034
5113,alt z,0.574,0.651,7.0,-7.585,1.0,0.046,0.346,0.0,0.149,0.368,140.017
5115,pop,0.707,0.707,11.0,-6.161,0.0,0.0375,0.0306,0.0,0.127,0.231,104.039
5118,alt z,0.765,0.53,10.0,-7.18,0.0,0.0833,0.509,4.15e-06,0.117,0.529,130.104
5119,alt z,0.661,0.552,8.0,-8.015,0.0,0.0278,0.242,0.0,0.0953,0.408,110.072
5120,pop,0.615,0.774,4.0,-5.152,0.0,0.0551,0.0173,0.0,0.15,0.336,136.887
5122,art pop,0.541,0.556,11.0,-6.15,0.0,0.0356,0.465,0.0,0.116,0.106,105.886
5123,edm,0.784,0.757,8.0,-3.912,1.0,0.0384,0.495,1.18e-06,0.142,0.587,104.996
5126,alt z,0.598,0.295,1.0,-8.553,1.0,0.0276,0.735,0.0,0.107,0.314,87.025
5130,alt z,0.792,0.484,4.0,-9.897,1.0,0.192,0.477,0.0,0.106,0.245,96.939
5131,alternative metal,0.486,0.881,2.0,-5.623,0.0,0.0474,0.0244,0.0,0.429,0.667,144.997
5135,lo-fi study,0.695,0.287,0.0,-14.608,1.0,0.0499,0.771,0.904,0.362,0.379,128.028
5142,pop,0.808,0.519,5.0,-8.268,0.0,0.0403,0.00623,0.136,0.119,0.384,114.977
5147,pop,0.545,0.641,10.0,-6.398,0.0,0.0998,0.00453,6.59e-05,0.171,0.464,121.892
5150,singer-songwriter pop,0.609,0.428,11.0,-7.796,1.0,0.0244,0.538,0.0,0.064,0.627,96.071
5170,filmi,0.69,0.78,8.0,-7.412,0.0,0.0489,0.117,0.0,0.0696,0.718,110.963
5172,filmi,0.549,0.437,10.0,-7.169,0.0,0.0263,0.766,0.000407,0.133,0.236,93.976
5173,filmi,0.561,0.709,9.0,-10.247,1.0,0.0484,0.232,0.0,0.0992,0.509,115.006
5174,filmi,0.417,0.134,9.0,-12.096,1.0,0.0321,0.979,9.61e-05,0.101,0.381,83.176
5175,filmi,0.616,0.757,8.0,-5.877,0.0,0.0337,0.393,0.00267,0.165,0.538,96.976
5176,filmi,0.558,0.746,7.0,-6.338,0.0,0.0389,0.0852,0.000302,0.258,0.342,120.096
5177,filmi,0.68,0.524,5.0,-12.536,1.0,0.0306,0.161,0.0015,0.101,0.577,100.054
5178,filmi,0.566,0.634,2.0,-5.551,1.0,0.0443,0.145,0.000716,0.0814,0.36,143.89
5179,filmi,0.334,0.387,2.0,-9.483,1.0,0.0332,0.755,3.94e-05,0.113,0.42,129.959
5185,filmi,0.611,0.512,11.0,-12.533,0.0,0.0361,0.3,0.000851,0.219,0.263,99.987
5188,pop,0.651,0.688,6.0,-4.407,1.0,0.109,0.354,2.57e-06,0.0741,0.616,95.017
5189,lo-fi study,0.587,0.0548,6.0,-22.15,0.0,0.0345,0.616,0.827,0.0999,0.233,109.905
5190,alt z,0.607,0.849,8.0,-6.389,1.0,0.0444,0.174,2.03e-05,0.0964,0.487,89.988
5192,chill pop,0.827,0.49,10.0,-8.37,0.0,0.055,0.321,0.000137,0.095,0.836,113.002
5193,filmi,0.84,0.884,0.0,-3.217,1.0,0.334,0.427,0.0,0.0885,0.972,118.007
5194,modern alternative rock,0.464,0.701,6.0,-5.693,0.0,0.0411,0.00892,0.309,0.335,0.356,83.996
5198,brostep,0.418,0.965,10.0,-2.417,0.0,0.163,0.0477,3.88e-06,0.561,0.28,139.759
5199,anime,0.653,0.783,10.0,-3.859,1.0,0.0298,0.00949,0.0,0.0791,0.636,119.992
5201,pop,0.641,0.324,11.0,-5.851,1.0,0.0299,0.698,0.0,0.328,0.273,110.184
5204,alt z,0.62,0.553,2.0,-10.228,0.0,0.0517,0.778,0.00191,0.0916,0.632,148.978
5205,singer-songwriter pop,0.728,0.694,1.0,-5.634,1.0,0.0645,0.188,0.000876,0.149,0.574,101.985
5207,filmi,0.654,0.408,3.0,-12.787,1.0,0.0695,0.743,0.0145,0.278,0.424,95.957
5208,filmi,0.658,0.852,0.0,-3.07,1.0,0.044,0.000223,0.863,0.101,0.409,140.024
5213,filmi,0.697,0.438,8.0,-8.411,1.0,0.0289,0.397,0.0,0.293,0.58,117.954
5214,filmi,0.557,0.58,6.0,-6.566,0.0,0.0429,0.589,0.000245,0.124,0.453,80.051
5221,pop,0.386,0.406,11.0,-10.419,1.0,0.0425,0.832,0.0597,0.171,0.205,78.616
5223,pop,0.72,0.819,1.0,-4.588,1.0,0.0362,0.0411,0.0,0.0606,0.898,131.99
5226,alternative metal,0.473,0.871,9.0,-4.893,1.0,0.0456,0.0216,0.0,0.0525,0.47,146.975
5234,brostep,0.774,0.909,9.0,-2.89,0.0,0.0365,0.0173,0.121,0.0739,0.696,126.977
5237,dance pop,0.578,0.639,4.0,-5.749,1.0,0.0374,0.0586,0.0,0.0944,0.296,108.045
5240,brostep,0.288,0.754,6.0,-3.376,0.0,0.0476,0.0938,0.0,0.238,0.311,174.095
5242,brostep,0.581,0.925,11.0,-3.213,1.0,0.151,0.00112,0.0,0.406,0.269,139.982
5243,art pop,0.481,0.49,6.0,-10.098,1.0,0.0271,0.0536,0.123,0.0915,0.0378,152.04
5244,alt z,0.665,0.488,4.0,-7.177,1.0,0.0981,0.272,0.000261,0.181,0.477,142.087
5248,pop,0.572,0.811,6.0,-4.874,0.0,0.066,0.00887,5.65e-06,0.124,0.332,125.946
5249,dance pop,0.603,0.834,5.0,-5.766,0.0,0.0417,0.0411,0.00609,0.105,0.376,89.957
5254,pop,0.603,0.618,1.0,-5.184,1.0,0.0319,0.0232,0.0,0.118,0.323,112.114
5258,pop,0.54,0.557,11.0,-6.097,1.0,0.0259,0.00886,0.000182,0.307,0.287,75.035
5259,filmi,0.683,0.975,7.0,-3.48,1.0,0.068,0.0719,0.000384,0.325,0.745,103.026
5261,filmi,0.664,0.792,6.0,-5.294,1.0,0.0283,0.184,0.000417,0.106,0.86,139.961
5270,anime lo-fi,0.523,0.617,9.0,-7.76,0.0,0.0265,0.0856,0.857,0.139,0.0868,79.964
5272,anime lo-fi,0.691,0.00816,9.0,-25.501,0.0,0.093,0.992,0.967,0.149,0.424,67.549
5279,filmi,0.287,0.654,2.0,-5.57,1.0,0.0374,0.593,7.3e-06,0.11,0.241,84.015
5281,pop,0.702,0.759,0.0,-3.292,1.0,0.0381,0.16,0.0,0.062,0.761,123.999
5285,filmi,0.649,0.458,4.0,-7.632,0.0,0.0446,0.574,0.0,0.113,0.748,180.071
5291,brostep,0.617,0.514,9.0,-7.099,1.0,0.0722,0.0154,0.0,0.118,0.365,81.067
5299,pop,0.708,0.872,0.0,-5.377,0.0,0.0463,0.0148,0.802,0.0881,0.743,124.996
5302,alternative metal,0.572,0.961,7.0,-3.089,1.0,0.0625,0.000734,0.021,0.207,0.818,76.998
5303,filmi,0.744,0.708,0.0,-6.073,0.0,0.0312,0.458,0.000486,0.207,0.486,120.017
5304,filmi,0.526,0.639,0.0,-6.614,1.0,0.0322,0.49,1.46e-05,0.099,0.214,77.053
5306,alt z,0.676,0.634,8.0,-5.377,1.0,0.0385,0.701,1.63e-06,0.223,0.33,86.004
5308,chill pop,0.445,0.537,4.0,-8.532,0.0,0.04,0.695,1.65e-05,0.0944,0.131,122.769
5314,dance pop,0.628,0.797,11.0,-3.953,0.0,0.0596,0.0364,0.0,0.104,0.321,106.93
5315,anime,0.417,0.52,3.0,-4.872,1.0,0.0324,0.19,0.0,0.0783,0.346,123.934
5319,alt z,0.518,0.208,10.0,-12.273,1.0,0.0363,0.855,5.15e-06,0.12,0.42,179.836
5329,alt z,0.632,0.578,9.0,-7.657,0.0,0.0905,0.714,0.0,0.42,0.297,139.324
5335,alt z,0.523,0.699,6.0,-3.84,0.0,0.0293,0.108,0.000607,0.205,0.132,74.983
5337,alt z,0.965,0.303,1.0,-10.49,1.0,0.0561,0.0524,0.00405,0.12,0.414,107.048
5342,pop,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93
5343,alt z,0.529,0.174,9.0,-13.751,1.0,0.0373,0.845,0.0,0.0567,0.311,136.112
5347,filmi,0.76,0.546,5.0,-8.048,1.0,0.0395,0.815,0.0,0.29,0.968,116.969
5349,alt z,0.49,0.644,10.0,-9.074,0.0,0.349,0.0631,2.87e-06,0.384,0.409,193.99
5355,lo-fi study,0.68,0.114,1.0,-23.789,0.0,0.0472,0.894,0.858,0.113,0.0786,110.009
5356,lo-fi study,0.619,0.0936,9.0,-16.143,0.0,0.0513,0.858,0.938,0.0825,0.329,77.051
5358,anime lo-fi,0.574,0.184,11.0,-19.535,1.0,0.0388,0.808,0.938,0.137,0.182,136.114
5362,pop,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066
5365,anime lo-fi,0.666,0.144,4.0,-18.412,1.0,0.0369,0.947,0.497,0.0645,0.0906,80.037
5367,singer-songwriter pop,0.6,0.529,8.0,-6.184,1.0,0.0277,0.239,2.35e-05,0.099,0.371,134.966
5379,anime,0.282,0.428,1.0,-9.812,0.0,0.0311,0.227,0.000158,0.0897,0.0392,83.608
5384,drift phonk,0.781,0.913,7.0,-1.689,1.0,0.0802,0.0348,8.58e-05,0.294,0.557,120.027
5385,drift phonk,0.714,0.891,10.0,-2.819,0.0,0.199,2.5e-05,0.104,0.4,0.664,183.995
5390,pop,0.725,0.77,1.0,-6.24,1.0,0.0539,0.149,2.17e-05,0.0641,0.647,93.009
5392,drift phonk,0.678,0.929,9.0,-2.092,1.0,0.0837,0.0104,2.84e-05,0.308,0.592,169.996
5393,anime,0.352,0.528,2.0,-19.93,1.0,0.0391,0.901,0.943,0.128,0.189,102.013
5398,alternative metal,0.585,0.972,9.0,-4.45,0.0,0.0534,0.0143,0.0,0.0707,0.585,110.006
